Nov  4 22:27:04 gpu-225 kernel: [   37.543143] 37543142120
Nov  4 22:27:04 gpu-225 dbus[1293]: [system] Activating service name='org.freedesktop.systemd1' (using servicehelper)
Nov  4 22:27:04 gpu-225 dbus[1293]: [system] Successfully activated service 'org.freedesktop.systemd1'
Nov  4 22:27:05 gpu-225 kernel: [   37.699607] irq_time: 37699605470,37699636938
Nov  4 22:27:05 gpu-225 kernel: [   37.743292] 37743291333
Nov  4 22:27:05 gpu-225 anacron[2001]: Anacron 2.3 started on 2014-11-04
Nov  4 22:27:05 gpu-225 anacron[2001]: Normal exit (0 jobs run)
Nov  4 22:27:05 gpu-225 kernel: [   37.899757] irq_time: 37899757039,37899777967
Nov  4 22:27:05 gpu-225 kernel: [   37.934037] 37934035065
Nov  4 22:27:05 gpu-225 kernel: [   37.940800] 37940799668
Nov  4 22:27:05 gpu-225 kernel: [   37.943457] 37943456655
Nov  4 22:27:05 gpu-225 kernel: [   37.945795] 37945794752
Nov  4 22:27:05 gpu-225 NetworkManager[1466]: <info> WiFi hardware radio set disabled
Nov  4 22:27:05 gpu-225 kernel: [   38.054152] irq_time: 38054149585,38054179642
Nov  4 22:27:05 gpu-225 kernel: [   38.056648] irq_time: 38056647615,38056657262
Nov  4 22:27:05 gpu-225 kernel: [   38.061547] irq_time: 38061545190,38061565232
Nov  4 22:27:05 gpu-225 kernel: [   38.062059] irq_time: 38062057073,38062076960
Nov  4 22:27:05 gpu-225 kernel: [   38.076539] irq_time: 38076537262,38076557227
Nov  4 22:27:05 gpu-225 kernel: [   38.076619] irq_time: 38076618002,irq_time: 38076660093,38076664423
Nov  4 22:27:05 gpu-225 kernel: [   38.077033] irq_time: 38077032487,38077041943
Nov  4 22:27:05 gpu-225 kernel: [   38.099909] irq_time: 38099908103,38099917988
Nov  4 22:27:05 gpu-225 kernel: [   38.143614] 38143612556
Nov  4 22:27:05 gpu-225 kernel: [   38.300047] irq_time: 38300045242,38300072321
Nov  4 22:27:05 gpu-225 dbus[1293]: [system] Activating service name='org.freedesktop.RealtimeKit1' (using servicehelper)
Nov  4 22:27:05 gpu-225 kernel: [   38.343789] 38343788286
Nov  4 22:27:05 gpu-225 dbus[1293]: [system] Activating service name='org.freedesktop.ColorManager' (using servicehelper)
Nov  4 22:27:05 gpu-225 dbus[1293]: [system] Successfully activated service 'org.freedesktop.RealtimeKit1'
Nov  4 22:27:05 gpu-225 rtkit-daemon[2105]: Successfully called chroot.
Nov  4 22:27:05 gpu-225 rtkit-daemon[2105]: Successfully dropped privileges.
Nov  4 22:27:05 gpu-225 rtkit-daemon[2105]: Successfully limited resources.
Nov  4 22:27:05 gpu-225 rtkit-daemon[2105]: Running.
Nov  4 22:27:05 gpu-225 rtkit-daemon[2105]: Canary thread running.
Nov  4 22:27:05 gpu-225 rtkit-daemon[2105]: Watchdog thread running.
Nov  4 22:27:05 gpu-225 rtkit-daemon[2105]: Successfully made thread 2103 of process 2103 (n/a) owned by '112' high priority at nice level -11.
Nov  4 22:27:05 gpu-225 rtkit-daemon[2105]: Supervising 1 threads of 1 processes of 1 users.
Nov  4 22:27:05 gpu-225 kernel: [   38.500219] irq_time: 38500217130,38500248485
Nov  4 22:27:05 gpu-225 kernel: [   38.543969] 38543967461
Nov  4 22:27:05 gpu-225 colord: Using config file /etc/colord.conf
Nov  4 22:27:06 gpu-225 kernel: [   38.700398] irq_time: 38700396666,38700421764
Nov  4 22:27:06 gpu-225 colord: Using mapping database file /var/lib/colord/mapping.db
Nov  4 22:27:06 gpu-225 kernel: [   38.744162] 38744160027
Nov  4 22:27:06 gpu-225 kernel: [   38.900566] irq_time: 38900564833,38900584777
Nov  4 22:27:06 gpu-225 colord: Using device database file /var/lib/colord/storage.db
Nov  4 22:27:06 gpu-225 kernel: [   38.934569] 38934567124
Nov  4 22:27:06 gpu-225 kernel: [   38.941302] 38941300355
